PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,DIFERENCIA POR PRORRATEO,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA EXHIBIDA EN SALAS DE CINE,PROPAGANDA UTILITARIA,TOTAL GASTOS
PREFO-CAM-20/21,FEDERAL,PUEBLA,Distrito 4-AJALPAN,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,JOSE ARMANDO GARCIA AVENDAÑO,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,247975.67,19865.17,151435.39,9062.89,52084,108267.8,,503270.64,1091961.56
PREFO-CAM-20/21,FEDERAL,JALISCO,Distrito 12-TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,ANA LAURA CHAVEZ VELARDE,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,134440.6,26825.17,318135.72,3262.89,124468,49271.99,,406863.38,1063267.75
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 8-TIJUANA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,IGNACIO ANAYA BARRIGUETE,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,275092.02,19865.17,108011.12,3262.89,156600,187295.49,,262938.81,1013065.5
PREFO-CAM-20/21,FEDERAL,COLIMA,Distrito 1-COLIMA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,RIULT RIVERA GUTIERREZ,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,383705.24,19865.17,306935.26,6278.89,91473.28,62228.13,,132498.97,1002984.94
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 7-TONALA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,FEDERICO OVALLE VAQUERA,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,CANCELADO,14/04/2021 12:00:00 a.m.,1648189,,,0,868.66,0,,,0,,0,868.66
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 4-NICOLAS ROMERO,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,CONSTANCIO CRUZ RODRIGUEZ,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,,252103.41,27055.92,303363.2,,,54676.52,,314522.4,951721.45
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 37-CUAUTITLAN,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,JAIR OCTAVIO MARTINEZ FLORES,04/04/2021,02/06/2021,05/04/2021 11:33:35 p.m.,ACTIVO,,1648189,,,399191.93,27055.92,173727.34,,70720.56,157915.58,,365355.34,1193966.67
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,VICTOR MANUEL SANCHEZ SAENZ,04/04/2021,02/06/2021,05/04/2021 11:35:13 p.m.,ACTIVO,,1648189,,4004.32,532762.46,39494.58,62856,9876.53,0,99899.12,,301933.52,1050826.53
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 1-SAN LUIS DE LA PAZ,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MONSERRAT BANDA ARTEAGA,04/04/2021,02/06/2021,05/04/2021 11:35:13 p.m.,ACTIVO,,1648189,,354.96,465008.66,39494.58,54964.76,9876.53,,99899.13,,407077,1076675.62
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 13-ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,BRENDA BERENICE OSORIO MENDOZA,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,,222535.18,2309.12,277767.88,2931.79,46400,18172.83,,793374.99,1363491.79
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 12-CELAYA,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE CARLOS CALLEJA LOPEZ,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,,217735.18,2391.27,117889.39,2931.79,,6172.83,,811478.43,1158598.89
PREFO-CAM-20/21,FEDERAL,TAMAULIPAS,Distrito 7-CIUDAD MADERO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,FERNANDO ALEJANDRO GUTIERREZ MEDINA,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,,127399.18,4571.09,299533.52,2931.79,,6172.83,,706169.91,1146778.32
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 23-LERMA DE VILLADA,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,GUADALUPE TRINIDAD REYES,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,730.81,173656.78,2309.12,140348.73,2931.79,125144.38,56110.83,,677266.68,1178499.12
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 2-SAN MIGUEL DE ALLENDE,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,FERNANDO GARCIA CHAVEZ,04/04/2021,02/06/2021,05/04/2021 11:38:42 p.m.,ACTIVO,,1648189,,582.32,405790.5,,160399.95,,43486.97,,,389525.55,999785.29
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 3-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GUADALUPE GONZALEZ CAAMAL,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,CANCELADO,05/06/2021 12:00:00 a.m.,1648189,,,105879.44,2245.2,76064.86,,186870.26,107691.46,,492317.18,971068.4
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 25-CHIMALHUACAN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,YOLOTZIN MONSERRAT MANCERA MARTINEZ,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,ACTIVO,,1648189,,,92942.8,2245.2,42104.84,,104910.4,64165.93,,498439.19,804808.36
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 2-CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,RUBISEL DEL ANGEL ESCOBEDO CASTILLO,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,ACTIVO,,1648189,,,143618.72,2245.2,44593.05,,,119294.86,,290477.19,600229.02
PREFO-CAM-20/21,FEDERAL,TLAXCALA,Distrito 3-ZACATELCO,DIPUTACION FEDERAL MR,C,MORENA,MORENA,CARLOS AUGUSTO PEREZ HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 11:40:05 p.m.,ACTIVO,,1648189,,,483418.61,6650.61,92270.92,1037.46,24980,,,24249.66,632607.26
PREFO-CAM-20/21,FEDERAL,NAYARIT,Distrito 3-COMPOSTELA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CRISTIAN DE JESUS VAZQUEZ GUZMAN,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,730.8,68138.23,1057.17,8705.2,,,8936.59,,5270.02,92838.01
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 2-TANTOYUCA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,SOLEDAD RAMIREZ MARTINEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,57138.24,1057.17,10060.24,398.38,,8936.59,,5270.02,83226.04
PREFO-CAM-20/21,FEDERAL,MORELOS,Distrito 1-CUERNAVACA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,VIANEY NAJERA VAZQUEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,77471.24,1057.17,11570.24,398.38,118204,8936.59,,13386.02,231389.04
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 18-IZTAPALAPA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,MOISES LUIS CAMPOS NERIA,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,72411.84,1057.17,10321.48,398.38,,8936.59,,5270.02,98760.88
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 19-TLALNEPANTLA DE BAZ,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CRHYSTOPHER DANIEL VILLANUEVA VAZQUEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,57534.49,1057.17,9553.99,,,8936.59,,5270.02,82717.66
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 25-CHIMALHUACAN,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,JESUS GUSTAVO EMILIO RANGEL,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,57534.49,1057.17,9553.99,,,8936.59,,5270.02,82717.66
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 22-IZTAPALAPA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,GUSTAVO ESTRADA HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,730.8,69911.84,1057.17,9528.98,398.38,,8936.59,,5270.02,95833.78
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA SUR,Distrito 2-SAN JOSE DEL CABO,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,SUHEIDI YADIRA DIAZ PANTALEON,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,37557.52,2653.05,,,,64337.24,,1890,106437.81
PREFO-CAM-20/21,FEDERAL,HIDALGO,Distrito 2-IXMIQUILPAN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,SILVIANA GUERRERO TREJO,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,4207.52,2653.05,,,,33087.24,,,39947.81
PREFO-CAM-20/21,FEDERAL,QUINTANA ROO,Distrito 4-CANCUN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,IRIS JAQUELINE AVILA CALDERON,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,10707.52,2653.05,59720,,,33087.24,,4780,110947.81
PREFO-CAM-20/21,FEDERAL,TABASCO,Distrito 5-PARAISO,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,ALBERTO SANTOS MORALES,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,11013.58,2653.05,14035.65,,,33087.24,,16916.66,77706.18
PREFO-CAM-20/21,FEDERAL,JALISCO,Distrito 19-CIUDAD GUZMAN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,CUITLAHUAC FERNANDO SANTILLAN OCAMPO,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,4207.52,2653.05,,,14406.9,33087.24,,,54354.71
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 1-PIEDRAS NEGRAS,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,BLANCA LUCIA ESTRADA MENDOZA,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,4557.52,2653.05,10000,,,33087.24,,1000,51297.81
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 37-CUAUTITLAN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,BRENDA VAZQUEZ LOZA,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,5976.75,2653.05,,,14406.9,33087.24,,25169.13,81293.07
PREFO-CAM-20/21,FEDERAL,OAXACA,Distrito 3-HEROICA CIUDAD DE HUAJUAPAN DE LEON,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,ARCELIA RODRIGUEZ CARREÑO,04/04/2021,02/06/2021,05/04/2021 11:43:35 p.m.,ACTIVO,,1648189,,,722.62,2057.43,39572.95,,33134.03,,,164267.56,239754.59
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 3-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PABLO GAMBOA MINER,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,335.24,411425.5,39494.58,104782.8,9876.53,200008,104899.12,,316220,1187041.77
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 2-PROGRESO,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARIA ESTER ALONZO MORALES,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,,431318.68,39494.58,84453.84,9876.53,209124.8,114899.13,,363005,1252172.56
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 1-VALLADOLID,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,SANSON ISRAEL PALMA SANTOS,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,878.12,454125.98,39494.58,77953.91,9876.53,86214.12,99899.13,,352065.4,1120507.77
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 4-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ANA GABRIELA CEJUDO VALENCIA,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,374.68,344756.01,111494.57,21306.88,9876.53,358985.88,210099.13,,333512.92,1390406.6
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,LUIS FRANCISCO GERARDO PONCE MORAN,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,19.72,399285.33,39494.58,52530.11,9876.53,113680.75,99899.12,,364273,1079059.14
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 3-MONCLOVA,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,CRISTINA AMEZCUA GONZALEZ,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,,353917.17,54408.86,149569.84,9876.53,190444.71,99899.13,,456391.02,1314507.26
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROBERTO LAMAS DE ALBA,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,59.16,416567.24,39494.58,9263.42,9876.53,303363.2,99917.13,,271759.86,1150301.12
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 4-SALTILLO,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,YERICO ABRAMO MASSO,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,216.92,345797.15,54408.86,242440.24,9876.53,187024.96,81449.37,,445546.98,1366761.01
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 1-PIEDRAS NEGRAS,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARCOS VILLAREAL SUDAY,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,157.76,359307.33,54408.86,157912.48,9876.53,163317.08,107053.57,,467961.78,1319995.39
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,DAVID DANIEL RAZO URIBE,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,730.8,111611.84,1057.17,11677.58,398.38,,8936.59,,8020.02,142432.38
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,WENDY GONZALEZ URRUTIA,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,,168556.37,19865.17,408192.29,3262.89,84539.64,16768.13,,451527,1152711.49
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,FABIANA AVILA ALCOCER,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,,23878.83,2653.05,30050.45,,14406.9,33087.24,,25169.13,129245.6
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUSTO MONTESINOS LOPEZ,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,352.62,1123.13,1077.7,156784.18,,55414.53,84434.72,,147320.61,446507.49
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,COA,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,GABRIELA GEORGINA JIMENEZ GODOY,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,,581350.44,7482.89,229300.8,59333.78,212334.13,66821.74,,22434.73,1179058.51
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,FERNANDO ESPINO GONZALEZ,04/04/2021,02/06/2021,17/05/2021 09:56:41 p.m.,ACTIVO,,1648189,,,25116.44,2903.26,41661.84,,,,,166759,236440.54
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 5-EL PUEBLITO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,LETICIA REAL MEDINA,04/04/2021,02/06/2021,10/04/2021 12:31:03 a.m.,ACTIVO,,1648189,,,109271.29,2328.44,126849.72,2931.79,,6172.83,,726227.8,973781.87
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 2-SAN JUAN DEL RIO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,YLSSE LORENA PONCE HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 12:48:50 a.m.,ACTIVO,,1648189,,,103485.18,2328.44,346853.14,4787.79,,6172.83,,684612.8,1148240.18
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 3-SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,SANDRA EDITH LOPEZ OJEDA,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,124533.08,2328.44,126680.14,2931.79,,6172.83,,714412.8,977059.08
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 4-SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,HUMBERTO GERARDO RUIZ LOPEZ,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,116085.18,2328.44,166218.52,2931.79,27840,6172.83,,651129.28,972706.04
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 1-CADEREYTA DE MONTES,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOCELYN HERNANDEZ DOMINGUEZ,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,102385.18,2328.44,93682.14,2931.79,,6172.83,,621943.28,829443.66
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 11-ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ELISEO MENDOZA MOHEDANO,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,206385.18,2309.12,191399.6,2931.79,,6172.83,,826674.41,1235872.93
PREFO-CAM-20/21,FEDERAL,GUERRERO,Distrito 2-IGUALA,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,LAZARO MAZON ALONSO,04/04/2021,02/06/2021,06/04/2021 12:55:22 a.m.,ACTIVO,,1648189,,,259619.18,679.73,285483.77,2931.79,10175,6172.83,,757933.06,1322995.36
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA TERESA BABUN VILLARREAL,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,,359365.41,27055.92,209935.74,,232560,129550.44,,140927.75,1099395.26
