PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA EXHIBIDA EN SALAS DE CINE,PROPAGANDA UTILITARIA,TOTAL GASTOS
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 10-CARMEN,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MIGUEL ANGEL GONZALEZ SANDOVAL,05/03/2021,02/06/2021,04/03/2021 10:59:37 p.m.,ACTIVO,,376410.28,,11252.64,,3926.6,,,,,3573.38,18752.62
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 1-ABASOLO,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JORGE LUIS TAMEZ CANTU,05/03/2021,02/06/2021,04/03/2021 11:03:17 p.m.,ACTIVO,,41045.47,,9309.22,,1664.6,,,,,2321.16,13294.98
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 28-HIDALGO,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CRISTHIAN OMAR PEREZ ALVAREZ,05/03/2021,02/06/2021,04/03/2021 11:05:35 p.m.,ACTIVO,,197110.71,48.06,12885.75,,35452.8,,,129.23,,20213.58,68729.42
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 46-SALINAS VICTORIA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,HECTOR ELIZONDO GONZALEZ,05/03/2021,02/06/2021,04/03/2021 11:07:32 p.m.,ACTIVO,,691069.29,,7140.41,,14819,,,,,45569.44,67528.85
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 38-MINA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN MANUEL MOLINA HERNANDEZ,05/03/2021,02/06/2021,04/03/2021 11:11:50 p.m.,ACTIVO,,257746.19,,11471.92,,6902,,,,,16265.29,34639.21
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SAMUEL ALEJANDRO GARCIA SEPULVEDA,05/03/2021,02/06/2021,04/03/2021 08:31:38 p.m.,ACTIVO,,72086341.3,,806703.81,464565.93,907826.39,404608,13063477.72,3837513.77,,1285855.88,20770551.5
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CAROLINA MARIA GARZA GUERRA,05/03/2021,02/06/2021,04/03/2021 10:02:00 p.m.,ACTIVO,,72086341.3,,333550.05,64872.85,4857,28164.8,,25510.35,,67614.59,524569.64
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,COA,VA FUERTE POR NUEVO LEON,PRI-PRD,ADRIAN EMILIO DE LA GARZA SANTOS,05/03/2021,02/06/2021,04/03/2021 10:03:27 p.m.,ACTIVO,,72086341.3,,929734.25,,672007.95,431205,3805789.15,1454520.52,,749516.6,8042773.47
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 5-ANAHUAC,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JESUS GONZALEZ LOPEZ,05/03/2021,02/06/2021,04/03/2021 10:12:15 p.m.,ACTIVO,,443236.06,,7975.34,,24960,,4400,,,,37335.34
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 3-MONTERREY,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARIANA VILLASUSO TELLEZ GIRON,05/03/2021,02/06/2021,04/03/2021 10:20:27 p.m.,ACTIVO,,1392010.54,469.8,15340,,22900,,,3480,,,42189.8
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,MORENA,MORENA,J FELIX SALGADO MACEDONIO,05/03/2021,02/06/2021,06/03/2021 03:11:40 p.m.,ACTIVO,,35325422.16,,588655.5,,740,,318000,120000,,10400,1037795.5
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 2-AGUALEGUAS,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,IGNACIO CASTELLANOS AMAYA,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,127544.23,,1350,13.53,478.5,,,3.33,,12727.48,14572.84
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 4-ALLENDE,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,SILVERIO MANUEL FLORES LEAL,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,409919.98,,4211.54,43.53,13489.55,,,10.76,,85649.49,103404.87
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 7-ARAMBERRI,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,PATRICIA ESTELA CERDA FLORES,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,313140.01,,3240,33.25,26587.2,,,8.21,,53032.49,82901.15
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 19-SAN PEDRO GARZA GARCIA,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,MAURICIO FERNANDEZ GARZA,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,1555013.85,,20393.85,165.14,77365.04,42305.2,38280,40.82,,455670.68,634220.73
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 45-SABINAS HIDALGO,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,HECTOR CESARIO GARZA SOLIS,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,472274.25,,5481,50.14,14122.24,,,12.39,,18406.21,38071.98
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 3-LOS ALDAMAS,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA DOLORES ZAMORA LOPEZ,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,77037.72,,2000,8.16,700,,,2.01,,1427.22,4137.39
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 16-DR. GONZALEZ,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA ANTONIA GUERRA MENDOZA,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,79755.59,,1050,8.45,1115.7,,,2.09,,8873.73,11049.97
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 33-LAMPAZOS DE NARANJO,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,JOSE LUIS SANTOS MARTINEZ,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,246275.39,,6300,26.13,3971.72,,,6.45,,41430.76,51735.06
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 34-LINARES,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,SERGIO EDUARDO ELIZONDO GUZMAN,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,1017494.97,,10284,108.06,9123.65,,,26.71,,176674.17,196216.59
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,ERNESTO GANDARA CAMOU,05/03/2021,02/06/2021,04/03/2021 08:35:05 p.m.,ACTIVO,,85311342.5,,1205779.71,167344.43,,29000,449202.5,1277169.73,,516251.6,3644747.97
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CARLOS ERNESTO ZATARAIN GONZALEZ,05/03/2021,02/06/2021,04/03/2021 08:49:12 p.m.,ACTIVO,,85311342.5,,111650.01,23048.73,,,,3400,,9976,148074.74
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 18-GARCIA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CARLOS ALBERTO GUEVARA GARZA,05/03/2021,02/06/2021,04/03/2021 09:57:46 p.m.,ACTIVO,,2636062.21,,154580.4,,367964.68,,,46597.5,,117445.49,686588.07
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,C,REDES SOCIALES PROGRESISTAS,RSPPPN,DAVID CUAUHTEMOC GALINDO DELGADO,05/03/2021,02/06/2021,04/03/2021 10:13:01 p.m.,ACTIVO,,85311342.5,,29913,32392.5,9320,,,60844.48,,58334,190803.98
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 47-SAN NICOLAS DE LOS GARZA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ALFA LERY DOMINGUEZ CORTES,05/03/2021,02/06/2021,04/03/2021 10:14:23 p.m.,ACTIVO,,5765899.42,,49678.31,,23151.9,,,9552,,36776.44,119158.65
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 12-GUADALUPE,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DANIEL DARIO PEREZ CAVAZOS,05/03/2021,02/06/2021,04/03/2021 10:18:29 p.m.,ACTIVO,,1382205.31,,23759.08,,20314,,,180,,,44253.08
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,C,PARTIDO ACCIÓN NACIONAL,PAN,FERNANDO ALEJANDRO LARRAZABAL BRETON,05/03/2021,02/06/2021,04/03/2021 10:24:31 p.m.,ACTIVO,,72086341.3,,2238777.62,7656.17,844841.2,,10070636.69,1892.94,,15355350.5,28519155.12
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 18-GARCIA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CESAR ADRIAN VALDES MARTINEZ,05/03/2021,02/06/2021,04/03/2021 10:28:26 p.m.,ACTIVO,,2636062.21,481.4,91075.61,,151566.95,,7458.67,44140,,29170.07,323892.7
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,COA,JUNTOS HAREMOS  HISTORIA EN NUEVO LEON,MORENA-PT-PVEM-NUEVA ALIANZA NUEVO LEÓN,CLARA LUZ FLORES CARRALES,05/03/2021,02/06/2021,04/03/2021 10:45:44 p.m.,ACTIVO,,72086341.3,,611813.84,567838,2603123.4,10294.11,5737525.22,6539866.89,,1483944.8,17554406.26
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 39-MONTEMORELOS,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ADRIANA VERONICA SAENZ GARZA,05/03/2021,02/06/2021,04/03/2021 11:10:00 p.m.,ACTIVO,,830007.13,481.4,16526.96,,18540.13,,,2991,,12540,51079.49
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 13-CHINA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JORGE GARZA SALINAS,05/03/2021,02/06/2021,04/03/2021 11:16:04 p.m.,ACTIVO,,358507.86,,18027.74,,34970,,,,,29677.22,82674.96
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 18-SAN PEDRO GARZA GARCIA,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,AMYLETH PALACIOS MEDINA,05/03/2021,02/06/2021,04/03/2021 11:20:35 p.m.,ACTIVO,,1440581.71,74.24,55284.82,,14416.47,,,,,6345,76120.53
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 2-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,NICOLE MARIE SAVIÑON LUTTRELL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1334215.37,,29250,141.68,34505.06,5032.29,,35.02,,312840.64,381804.69
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 8-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ADRIANA PAOLA CORONADO RAMIREZ,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1371438.86,,1400,145.64,69078.39,18489.49,157349.18,36,,144653.59,391152.29
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 13-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,OSCAR ALEJANDRO FLORES ESCOBAR,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1309918.23,,14410,139.12,63409.32,,,34.39,,222564.52,300557.35
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 5-APODACA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,RENE ALBERTO VILLARREAL RAMOS,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1656527.75,,17254.91,175.91,35482.66,,,43.49,,149253.95,202210.92
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 10-SAN NICOLAS DE LOS GARZA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MAURO GUERRA VILLARREAL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1491335.53,,9882.88,158.36,43108.14,,,39.15,,120405.39,173593.92
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 12-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,GILBERTO DE JESUS GOMEZ REYES,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1382205.31,,1051.54,146.78,42951.91,,79970.11,36.28,,170637.73,294794.35
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 14-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,FELIX ROCHA ESQUIVEL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1253103.76,,12559.98,133.06,33802.27,,,32.89,,123460.6,169988.8
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 25-GRAL. ESCOBEDO,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,IMELDA DE LOS ANGELES GONZALEZ EGUIA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1474173.28,,4863.97,156.56,55023.06,,,38.7,,161046.78,221129.07
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 49-SANTIAGO,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JOSE ALEJANDRO REYNA AGUILAR,05/03/2021,02/06/2021,04/03/2021 11:18:48 p.m.,ACTIVO,,566668.32,92.8,103756.79,,31111.2,,,41201.4,,72059.2,248221.39
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,COA,JUNTOS HAREMOS HISTORIA EN GUERRERO,PVEM-PT,PEDRO SEGURA BALLADARES,05/03/2021,02/06/2021,06/03/2021 02:53:04 p.m.,ACTIVO,,35325422.16,,178551.57,10000,119335.69,,399536.42,,,,707423.68
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RUTH ZAVALETA SALGADO,05/03/2021,02/06/2021,06/03/2021 03:00:18 p.m.,ACTIVO,,35325422.16,,1197590.13,29771.11,201202.66,53200,,309185.73,,254967.18,2045916.81
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,DOLORES HUERTA BALDOVINOS,05/03/2021,02/06/2021,06/03/2021 03:16:51 p.m.,ACTIVO,,35325422.16,,42555.02,37307.94,114978.6,,,,,228982.12,423823.68
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,REDES SOCIALES PROGRESISTAS,RSPPPN,AMBROCIO GUZMAN JUAREZ,05/03/2021,02/06/2021,06/03/2021 03:21:53 p.m.,ACTIVO,,35325422.16,,30627.91,21871.45,351947.97,,,37194.31,,208051.19,649692.83
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 26-SANTIAGO,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,EDUARDO LEAL BUENFIL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,2133322.75,,2544.75,226.56,133800.21,,34480.29,56.01,,329958.99,501066.81
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 15-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ITZEL SOLEDAD CASTILLO ALMANZA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1427640.91,,19750,151.61,57518.76,,,37.48,,265694,343151.85
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 22-BENITO JUAREZ,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,LUIS ALFREDO GARCIA GARZA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1431479.59,,9000,152.01,172739.58,,4176,37.58,,109514.1,295619.27
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 23-BENITO JUAREZ,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,CECILIA MARICELA DE LA PAZ IBARRA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,2149179.08,,4698,228.25,76853.61,,22968,56.43,,156322.27,261126.56
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 18-SAN PEDRO GARZA GARCIA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,LUIS ALBERTO SUSARREY FLORES,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1440581.71,,26994.31,152.99,47671.5,,38280,37.82,,214151.64,327288.26
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 19-SANTA CATARINA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ROBERTO CARLOS FARIAS GARCIA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1413753.14,,7500,150.13,46013.53,,236671.22,37.11,,95780.27,386152.26
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 24-LINARES,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,FERNANDO ADAME DORIA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,2237992.52,,10284,237.67,69507.34,,,58.76,,437694.28,517782.05
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 1-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,GEMA VILLALOBOS ANTE,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1118360.99,,3000,118.75,50731.44,4218.15,,29.35,,76611.21,134708.9
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 3-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MYRNA ISELA GRIMALDO IRACHETA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1392010.54,,10966.66,147.82,68175.87,5250.28,,36.55,,249207.4,333784.58
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 7-APODACA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,EDUARDO FLORES MARTINEZ,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1285739.54,,10477.5,136.53,49770.42,,,33.75,,91020.51,151438.71
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 16-APODACA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,LIDIA MARGARITA ESTRADA FLORES,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1236243.83,,3079.7,131.29,23120.72,,,32.45,,129427.86,155792.02
