PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA UTILITARIA,TOTAL GASTOS
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CLAUDIA DE MONTSERRAT VALLADARES GUZMAN,04/04/2021,02/06/2021,06/04/2021 03:22:40 a.m.,ACTIVO,,1648189,,8507.17,,10313.19,,,35863.46,54613.7,109297.52
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,ANTONIO GOMEZ SAUCEDO,04/04/2021,02/06/2021,06/04/2021 02:18:15 a.m.,ACTIVO,,1648189,,,,,,,,25000,25000
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ELSA JOAQUINA CASTILLO GOMEZ,04/04/2021,02/06/2021,06/04/2021 02:24:18 a.m.,ACTIVO,,1648189,,72342.55,,1709.4,,57600,116034,,247685.95
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 1-SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,ANA MARTHA ESCALANTE CASTILLO,04/04/2021,02/06/2021,06/04/2021 05:43:04 a.m.,ACTIVO,,1648189,,54677.34,,15752.78,,,,103520.64,173950.76
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 2-CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANA CARMEN ONGAY REYES,04/04/2021,02/06/2021,06/04/2021 03:28:33 a.m.,ACTIVO,,1648189,,5227.34,,64831.27,,,35863.46,54613.7,160535.77
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 2-CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,TEIDA GARCIA CORDOVA,04/04/2021,02/06/2021,06/04/2021 02:15:47 a.m.,ACTIVO,,1648189,,7000,,,,,,,7000
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 2-CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,RUBISEL DEL ANGEL ESCOBEDO CASTILLO,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,ACTIVO,,1648189,,73424.25,,1709.4,,,116034,,191167.65
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 1-PALENQUE,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADA MARGARITA LASTRA MACOSAY,04/04/2021,02/06/2021,06/04/2021 03:30:36 a.m.,ACTIVO,,1648189,,14428.03,,10313.19,,,237.5,56763.02,81741.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 1-PALENQUE,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,MAURICIO FERNANDO LASTRA ESCUDERO,04/04/2021,02/06/2021,06/04/2021 04:27:08 a.m.,ACTIVO,,1648189,,,,53360,,,,11640,65000
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 2-BOCHIL,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BEATRIZ ADRIANA PEREZ ENCINO,04/04/2021,02/06/2021,06/04/2021 03:04:37 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 2-BOCHIL,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,ROBERTO AQUILES AGUILAR HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 05:43:14 a.m.,ACTIVO,,1648189,,74987.34,,,,,,,74987.34
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 3-OCOSINGO,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELIEZER RODRIGUEZ HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 03:36:15 a.m.,ACTIVO,,1648189,,5581.19,,10313.19,,,237.5,54613.7,70745.58
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 3-OCOSINGO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,NORA MARISA PENAGOS SOLORZANO,04/04/2021,02/06/2021,06/04/2021 02:20:25 a.m.,ACTIVO,,1648189,,64502.54,,1709.4,,20000,66942.69,224099.98,377254.61
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 4-PICHUCALCO,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,TERESITA DE JESUS ROQUE LOPEZ,04/04/2021,02/06/2021,06/04/2021 03:18:53 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 4-PICHUCALCO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,DULCE MARIA RODRIGUEZ OVANDO,04/04/2021,02/06/2021,06/04/2021 02:24:18 a.m.,ACTIVO,,1648189,,93902.54,,1709.4,,33000,66942.69,224099.98,419654.61
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 5-SAN CRISTOBAL DE LAS CASAS,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FLOR DE MARIA GONZALEZ PEREZ,04/04/2021,02/06/2021,06/04/2021 03:15:07 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 5-SAN CRISTOBAL DE LAS CASAS,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,YEIMI YAZMIN AGUILAR CIFUENTES,04/04/2021,02/06/2021,06/04/2021 03:24:44 a.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 6-TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADRIANA MANUELA ROBLES FELIX,04/04/2021,02/06/2021,06/04/2021 03:17:10 a.m.,ACTIVO,,1648189,,66000.58,,21486.1,,,237.5,54613.7,142337.88
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 7-TONALA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JESSICA HANNIA VAZQUEZ LABRADOR,04/04/2021,02/06/2021,06/04/2021 03:40:44 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 8-COMITAN DE DOMINGUEZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RAUL FIGUEROA GOMEZ,04/04/2021,02/06/2021,06/04/2021 03:43:03 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 8-COMITAN DE DOMINGUEZ,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,MARIO CARLOS CULEBRO VELASCO,04/04/2021,02/06/2021,06/04/2021 05:43:14 a.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 9-TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN CARLOS CAL Y MAYOR FRANCO,04/04/2021,02/06/2021,06/04/2021 03:30:36 a.m.,ACTIVO,,1648189,,5227.34,,24599.92,,,237.5,54613.7,84678.46
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 10-VILLAFLORES,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ARIANA GUADALUPE SURIANO MARTINEZ,04/04/2021,02/06/2021,06/04/2021 03:01:32 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 10-VILLAFLORES,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,JULIAN NAZAR MORALES,04/04/2021,02/06/2021,06/04/2021 05:43:14 a.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 11-LAS MARGARITAS,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIO ALEJANDRO SUAREZ CULEBRO,04/04/2021,02/06/2021,06/04/2021 03:36:15 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 12-TAPACHULA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PRISCILA BORGES GONZALEZ,04/04/2021,02/06/2021,06/04/2021 03:30:36 a.m.,ACTIVO,,1648189,,11751.81,,10313.19,,,237.5,67382.19,89684.69
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 12-TAPACHULA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE ANTONIO DE JESUS TORIELLO ELORZA,04/04/2021,02/06/2021,06/04/2021 02:20:25 a.m.,ACTIVO,,1648189,,64502.54,,1709.4,,30020,66942.69,224099.98,387274.61
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 12-TAPACHULA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,CLEMENTE MIGUEL LOPEZ ZEPEDA,04/04/2021,02/06/2021,14/04/2021 12:38:57 a.m.,ACTIVO,,1648189,,18987.34,,,,,,,18987.34
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 13-HUEHUETAN,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALEJANDRO DIAZ CUETO,04/04/2021,02/06/2021,06/04/2021 03:17:10 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 1-JUAREZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,OSCAR OMAR PALACIOS LAZOS,04/04/2021,02/06/2021,06/04/2021 03:53:44 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 1-JUAREZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,AYLINE IRAIS LICON CALDERON,04/04/2021,02/06/2021,06/04/2021 02:24:18 a.m.,ACTIVO,,1648189,,128062.55,,1709.4,,,68760.89,224099.98,422632.82
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 2-JUAREZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SIGIFREDO GALAZ VARELA,04/04/2021,02/06/2021,06/04/2021 03:22:40 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 3-JUAREZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ROCIO GRISEL SAENZ RAMIREZ,04/04/2021,02/06/2021,06/04/2021 03:20:56 a.m.,ACTIVO,,1648189,348,81941.43,,10313.19,,,237.5,54613.7,147453.82
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 4-JUAREZ,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARLOS EDUARDO CHAVEZ TARRIO,04/04/2021,02/06/2021,06/04/2021 03:20:56 a.m.,ACTIVO,,1648189,,227.35,,10313.19,,,237.5,54613.7,65391.74
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 4-JUAREZ,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,DANIELA SORAYA ALVAREZ HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 05:43:04 a.m.,ACTIVO,,1648189,,9250,,62181,,297105.26,0,56268,424804.26
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 5-DELICIAS,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GRACIELA MARIA ACOSTA MOY,04/04/2021,02/06/2021,06/04/2021 03:22:40 a.m.,ACTIVO,,1648189,,5227.34,,10313.19,,,237.5,54613.7,70391.73
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 5-DELICIAS,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,MARIO MATA CARRASCO,04/04/2021,02/06/2021,06/04/2021 05:43:04 a.m.,ACTIVO,,1648189,0.03,72000.01,,116354.9,,131400,,230517.46,550272.4
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 6-CHIHUAHUA,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LIZA LILIANA MORALES ALVIDREZ,04/04/2021,02/06/2021,06/04/2021 03:22:40 a.m.,ACTIVO,,1648189,,5227.35,,10313.19,,,237.5,54613.7,70391.74
PREFO-CAM-20/21,FEDERAL,CHIHUAHUA,Distrito 6-CHIHUAHUA,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,LAURA PATRICIA CONTRERAS DUARTE,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,55000,,115072,,280551.08,,42641.6,493264.68
