PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,DIFERENCIA POR PRORRATEO,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA EXHIBIDA EN SALAS DE CINE,PROPAGANDA UTILITARIA,TOTAL GASTOS
PREFO-CAM-20/21,FEDERAL,PUEBLA,Distrito 4-AJALPAN,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,JOSE ARMANDO GARCIA AVENDAÑO,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,247975.67,19314.31,148285.39,9062.89,52084,72485.26,,503270.64,1052478.16
PREFO-CAM-20/21,FEDERAL,JALISCO,Distrito 12-TLAJOMULCO DE ZUÑIGA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,ANA LAURA CHAVEZ VELARDE,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,134440.6,19314.31,318135.72,3262.89,124468,21280.07,,406863.38,1027764.97
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 8-TIJUANA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,IGNACIO ANAYA BARRIGUETE,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,275092.02,19314.31,108011.12,3262.89,156600,149985.44,,262938.81,975204.59
PREFO-CAM-20/21,FEDERAL,COLIMA,Distrito 1-COLIMA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,RIULT RIVERA GUTIERREZ,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,ACTIVO,,1648189,,,383705.24,19314.31,306935.26,6278.89,91473.28,62228.13,,132498.97,1002434.08
PREFO-CAM-20/21,FEDERAL,CHIAPAS,Distrito 7-TONALA,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,FEDERICO OVALLE VAQUERA,04/04/2021,02/06/2021,05/04/2021 11:44:32 p.m.,CANCELADO,14/04/2021 12:00:00 a.m.,1648189,,,0,868.66,0,,,0,,0,868.66
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 4-NICOLAS ROMERO,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,CONSTANCIO CRUZ RODRIGUEZ,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,,204753.41,26180.48,303363.2,,,54458.59,,314522.4,903278.08
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 37-CUAUTITLAN,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,JAIR OCTAVIO MARTINEZ FLORES,04/04/2021,02/06/2021,05/04/2021 11:33:35 p.m.,ACTIVO,,1648189,,,359291.93,26180.48,173727.34,,70720.56,157697.65,,365355.34,1152973.3
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,VICTOR MANUEL SANCHEZ SAENZ,04/04/2021,02/06/2021,05/04/2021 11:35:13 p.m.,ACTIVO,,1648189,,385.12,347709.11,1432.08,62856,9876.53,0,5344.17,,104941.73,532544.74
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 1-SAN LUIS DE LA PAZ,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MONSERRAT BANDA ARTEAGA,04/04/2021,02/06/2021,05/04/2021 11:35:13 p.m.,ACTIVO,,1648189,,354.96,279955.31,1432.08,54964.76,9876.53,,13660.18,,210085.21,570329.03
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 13-ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,BRENDA BERENICE OSORIO MENDOZA,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,,222535.18,424.12,277571,2931.79,46400,18172.83,,738644.08,1306679
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 12-CELAYA,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOSE CARLOS CALLEJA LOPEZ,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,,217735.18,2391.27,118275.84,2931.79,,6172.83,,748480.24,1095987.15
PREFO-CAM-20/21,FEDERAL,TAMAULIPAS,Distrito 7-CIUDAD MADERO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,FERNANDO ALEJANDRO GUTIERREZ MEDINA,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,,127399.18,3763.22,328348.4,2931.79,,6172.83,,643558.17,1112173.59
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 23-LERMA DE VILLADA,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,GUADALUPE TRINIDAD REYES,04/04/2021,02/06/2021,05/04/2021 11:36:23 p.m.,ACTIVO,,1648189,,730.81,173656.78,424.12,140735.18,2931.79,376184.21,56110.83,,622535.77,1373309.49
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 2-SAN MIGUEL DE ALLENDE,DIPUTACION FEDERAL MR,C,PARTIDO DEL TRABAJO,PT,FERNANDO GARCIA CHAVEZ,04/04/2021,02/06/2021,05/04/2021 11:38:42 p.m.,ACTIVO,,1648189,,582.32,385710.01,,159649.95,,127154.93,,,384072.57,1057169.78
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 3-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GUADALUPE GONZALEZ CAAMAL,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,CANCELADO,05/06/2021 12:00:00 a.m.,1648189,,,102993.94,2245.2,74264.86,,186870.26,107691.46,,492317.18,966382.9
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 25-CHIMALHUACAN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,YOLOTZIN MONSERRAT MANCERA MARTINEZ,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,ACTIVO,,1648189,,,92942.8,2245.2,33228.19,,104910.4,64810.34,,488608.19,786745.12
PREFO-CAM-20/21,FEDERAL,CAMPECHE,Distrito 2-CIUDAD DEL CARMEN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,RUBISEL DEL ANGEL ESCOBEDO CASTILLO,04/04/2021,02/06/2021,05/04/2021 11:39:10 p.m.,ACTIVO,,1648189,,,116556.22,2245.2,44593.05,,,119294.86,,290477.19,573166.52
PREFO-CAM-20/21,FEDERAL,TLAXCALA,Distrito 3-ZACATELCO,DIPUTACION FEDERAL MR,C,MORENA,MORENA,CARLOS AUGUSTO PEREZ HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 11:40:05 p.m.,ACTIVO,,1648189,,,483418.61,6650.61,90089.44,1037.46,24980,,,25210.36,631386.48
PREFO-CAM-20/21,FEDERAL,NAYARIT,Distrito 3-COMPOSTELA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CRISTIAN DE JESUS VAZQUEZ GUZMAN,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,730.8,68138.23,1057.17,8697.4,,,8936.59,,5270.02,92830.21
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 2-TANTOYUCA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,SOLEDAD RAMIREZ MARTINEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,57138.24,1057.17,8697.4,,,8936.59,,5270.02,81464.82
PREFO-CAM-20/21,FEDERAL,MORELOS,Distrito 1-CUERNAVACA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,VIANEY NAJERA VAZQUEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,77471.24,1057.17,11007.4,,118204,8936.59,,9182.02,226223.82
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 18-IZTAPALAPA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,MOISES LUIS CAMPOS NERIA,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,72473.71,1057.17,8938.64,,,8936.59,,5270.02,97041.53
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 19-TLALNEPANTLA DE BAZ,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CRHYSTOPHER DANIEL VILLANUEVA VAZQUEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,57534.49,1057.17,9003.65,,,8936.59,,5270.02,82167.32
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 25-CHIMALHUACAN,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,JESUS GUSTAVO EMILIO RANGEL,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,365.4,57534.49,1057.17,9003.65,,,8936.59,,5270.02,82167.32
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 22-IZTAPALAPA,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,GUSTAVO ESTRADA HERNANDEZ,04/04/2021,02/06/2021,05/04/2021 11:40:36 p.m.,ACTIVO,,1648189,,730.8,69973.71,1057.17,8791.14,,,8936.59,,5270.02,94759.43
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA SUR,Distrito 2-SAN JOSE DEL CABO,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,SUHEIDI YADIRA DIAZ PANTALEON,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,37557.52,2653.05,,,,64337.24,,1890,106437.81
PREFO-CAM-20/21,FEDERAL,HIDALGO,Distrito 2-IXMIQUILPAN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,SILVIANA GUERRERO TREJO,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,4207.52,2653.05,,,,33087.24,,,39947.81
PREFO-CAM-20/21,FEDERAL,QUINTANA ROO,Distrito 4-CANCUN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,IRIS JAQUELINE AVILA CALDERON,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,10707.52,2653.05,59720,,,33087.24,,4780,110947.81
PREFO-CAM-20/21,FEDERAL,TABASCO,Distrito 5-PARAISO,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,ALBERTO SANTOS MORALES,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,10237.01,2653.05,14035.65,,,33087.24,,16916.66,76929.61
PREFO-CAM-20/21,FEDERAL,JALISCO,Distrito 19-CIUDAD GUZMAN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,CUITLAHUAC FERNANDO SANTILLAN OCAMPO,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,4207.52,2653.05,,,14406.9,33087.24,,,54354.71
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 1-PIEDRAS NEGRAS,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,BLANCA LUCIA ESTRADA MENDOZA,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,4557.52,2653.05,10000,,,33087.24,,1000,51297.81
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 37-CUAUTITLAN,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,BRENDA VAZQUEZ LOZA,04/04/2021,02/06/2021,05/04/2021 11:41:54 p.m.,ACTIVO,,1648189,,,5976.75,2653.05,,,14406.9,33087.24,,,56123.94
PREFO-CAM-20/21,FEDERAL,OAXACA,Distrito 3-HEROICA CIUDAD DE HUAJUAPAN DE LEON,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,ARCELIA RODRIGUEZ CARREÑO,04/04/2021,02/06/2021,05/04/2021 11:43:35 p.m.,ACTIVO,,1648189,,,627.02,,37313.15,,33134.03,,,164447.58,235521.78
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 3-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,PABLO GAMBOA MINER,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,335.24,216372.15,1432.08,104782.8,9876.53,200008,12024.14,,119228.21,664059.15
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 2-PROGRESO,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARIA ESTER ALONZO MORALES,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,,246265.33,1432.08,84453.84,9876.53,209124.8,39992.93,,166013.21,757158.72
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 1-VALLADOLID,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,SANSON ISRAEL PALMA SANTOS,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,878.12,255472.63,1432.08,77953.91,9876.53,86214.12,25688.52,,155073.61,612589.52
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 4-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ANA GABRIELA CEJUDO VALENCIA,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,374.68,159702.66,1432.08,16666.88,9876.53,358985.88,145003.99,,136521.13,828563.83
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 3-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,LUIS FRANCISCO GERARDO PONCE MORAN,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,19.72,214231.98,1432.08,52530.11,9876.53,113680.75,15870.97,,167281.21,574923.35
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 3-MONCLOVA,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,CRISTINA AMEZCUA GONZALEZ,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,,168863.82,16346.36,149569.84,9876.53,190444.71,3888.3,,249399.23,788388.79
PREFO-CAM-20/21,FEDERAL,AGUASCALIENTES,Distrito 2-AGUASCALIENTES,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,ROBERTO LAMAS DE ALBA,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,59.16,231513.89,1432.08,9263.42,9876.53,303363.2,24652.53,,74768.07,654928.88
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 4-SALTILLO,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,YERICO ABRAMO MASSO,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,216.92,160743.8,16346.36,242440.24,9876.53,187024.96,33888.3,,248555.19,899092.3
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 1-PIEDRAS NEGRAS,DIPUTACION FEDERAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MARCOS VILLAREAL SUDAY,04/04/2021,02/06/2021,06/04/2021 12:15:57 a.m.,ACTIVO,,1648189,,157.76,174253.98,16346.36,157912.48,9876.53,163317.08,11042.74,,270969.99,803876.92
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,PARTIDO ENCUENTRO SOLIDARIO,PES,DAVID DANIEL RAZO URIBE,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,730.8,94973.71,1057.17,9824.74,,,8936.59,,5270.02,120793.03
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,COA,VA POR MEXICO,VA POR MEXICO,WENDY GONZALEZ URRUTIA,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,,168406.37,19314.31,408192.29,3262.89,38970.2,16768.13,,451527,1106441.19
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,FABIANA AVILA ALCOCER,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,,23878.83,2653.05,30050.45,,14406.9,33087.24,,,104076.47
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUSTO MONTESINOS LOPEZ,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,352.62,1033.36,1343.54,155238.32,,55414.53,68809.73,,130843.48,413035.58
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,COA,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,GABRIELA GEORGINA JIMENEZ GODOY,04/04/2021,02/06/2021,06/04/2021 12:44:28 a.m.,ACTIVO,,1648189,,,454669.64,7482.89,229883.47,59333.78,25000,66821.74,,23351.22,866542.74
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 3-AZCAPOTZALCO,DIPUTACION FEDERAL MR,C,FUERZA POR MÉXICO,FS X MÉXICO,FERNANDO ESPINO GONZALEZ,04/04/2021,02/06/2021,17/05/2021 09:56:41 p.m.,ACTIVO,,1648189,,,25012.51,845.83,41697.11,,,,,166939.02,234494.47
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 5-EL PUEBLITO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,LETICIA REAL MEDINA,04/04/2021,02/06/2021,10/04/2021 12:31:03 a.m.,ACTIVO,,1648189,,,109271.29,2328.44,155664.6,2931.79,,6172.83,,663616.06,939985.01
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 2-SAN JUAN DEL RIO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,YLSSE LORENA PONCE HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 12:48:50 a.m.,ACTIVO,,1648189,,,103485.18,2328.44,375668.02,4787.79,,6172.83,,622001.06,1114443.32
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 3-SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,SANDRA EDITH LOPEZ OJEDA,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,124533.08,2328.44,155495.02,2931.79,,6172.83,,651801.06,943262.22
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 4-SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,HUMBERTO GERARDO RUIZ LOPEZ,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,116085.18,2328.44,195033.4,2931.79,55680,6172.83,,588517.54,966749.18
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 1-CADEREYTA DE MONTES,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,JOCELYN HERNANDEZ DOMINGUEZ,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,102385.18,2328.44,122497.02,2931.79,,6172.83,,559331.54,795646.8
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 11-ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,ELISEO MENDOZA MOHEDANO,04/04/2021,02/06/2021,06/04/2021 12:52:41 a.m.,ACTIVO,,1648189,,,206385.18,424.12,191202.72,2931.79,,6172.83,,771943.5,1179060.14
PREFO-CAM-20/21,FEDERAL,GUERRERO,Distrito 2-IGUALA,DIPUTACION FEDERAL MR,C,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PRD,LAZARO MAZON ALONSO,04/04/2021,02/06/2021,06/04/2021 12:55:22 a.m.,ACTIVO,,1648189,,,259619.18,679.73,285870.22,2931.79,10175,6172.83,,694934.87,1260383.62
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 2-MEXICALI,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA TERESA BABUN VILLARREAL,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,,359365.41,26180.48,209935.74,,232560,129332.51,,140927.75,1098301.89
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 5-TEOTIHUACAN DE ARISTA,DIPUTACION FEDERAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ANEL MARTINEZ PEREZ,04/04/2021,02/06/2021,05/04/2021 11:48:27 p.m.,ACTIVO,,1648189,,,150253.41,26180.48,381684.89,,62524,86392.21,,253170,960204.99
