PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA EXHIBIDA EN SALAS DE CINE,PROPAGANDA UTILITARIA,TOTAL GASTOS
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,C,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DEL ROSARIO FATIMA ROBLES ROBLES,05/03/2021,02/06/2021,04/03/2021 08:52:11 p.m.,ACTIVO,,85311342.5,,,,,,44829.36,,,19041.4,63870.76
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,CC,MORENA,MORENA,FRANCISCO ALFONSO DURAZO MONTAÑO,05/03/2021,02/06/2021,04/03/2021 09:00:43 p.m.,ACTIVO,,85311342.5,,2805987.21,302760,1130542.66,,39498,4593682.84,,1682942.44,10555413.15
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,CC,NUEVA ALIANZA SONORA,NUEVA ALIANZA SONORA,FRANCISCO ALFONSO DURAZO MONTAÑO,05/03/2021,02/06/2021,04/03/2021 09:00:43 p.m.,ACTIVO,,85311342.5,,29206.4,197780,,,,,,210799.03,437785.43
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 30-HUALAHUISES,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JOEL ALEJANDRO DE LEON AGUIRRE,05/03/2021,02/06/2021,04/03/2021 10:09:24 p.m.,ACTIVO,,112106.24,,12592.47,,19278.78,,,5568,,27389.51,64828.76
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 6-MONTERREY,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ROBERTO ALVISO MARQUES,05/03/2021,02/06/2021,04/03/2021 10:16:12 p.m.,ACTIVO,,1858026.96,,40951.17,,61590.96,,,23200,,,125742.13
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 4-MONTERREY,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,KRISTIAN ANDRES MACIAS FERNANDEZ,05/03/2021,02/06/2021,04/03/2021 10:35:29 p.m.,ACTIVO,,1634196.99,5.8,47660.46,,15919,,,,,,63585.26
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 10-CARMEN,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MIGUEL ANGEL GONZALEZ SANDOVAL,05/03/2021,02/06/2021,04/03/2021 10:59:37 p.m.,ACTIVO,,376410.28,,11252.64,,9051.6,,,,,5907.38,26211.62
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 1-ABASOLO,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JORGE LUIS TAMEZ CANTU,05/03/2021,02/06/2021,04/03/2021 11:03:17 p.m.,ACTIVO,,41045.47,,9309.22,,1664.6,,,,,2321.16,13294.98
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 28-HIDALGO,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CRISTHIAN OMAR PEREZ ALVAREZ,05/03/2021,02/06/2021,04/03/2021 11:05:35 p.m.,ACTIVO,,197110.71,93.3,14685.86,,35452.8,,,129.23,,27584.88,77946.07
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 46-SALINAS VICTORIA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,HECTOR ELIZONDO GONZALEZ,05/03/2021,02/06/2021,04/03/2021 11:07:32 p.m.,ACTIVO,,691069.29,,7140.41,,11977,,,,,38398.32,57515.73
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 38-MINA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN MANUEL MOLINA HERNANDEZ,05/03/2021,02/06/2021,04/03/2021 11:11:50 p.m.,ACTIVO,,257746.19,,11471.92,,6902,,,,,16265.29,34639.21
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SAMUEL ALEJANDRO GARCIA SEPULVEDA,05/03/2021,02/06/2021,04/03/2021 08:31:38 p.m.,ACTIVO,,72086341.3,,840760.97,464565.93,944901.29,404608,14314363.32,4476615.06,,1288755.88,22734570.45
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CAROLINA MARIA GARZA GUERRA,05/03/2021,02/06/2021,04/03/2021 10:02:00 p.m.,ACTIVO,,72086341.3,,333550.05,46842.3,4857,28164.8,,25510.35,,71674.59,510599.09
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,COA,VA FUERTE POR NUEVO LEON,PRI-PRD,ADRIAN EMILIO DE LA GARZA SANTOS,05/03/2021,02/06/2021,04/03/2021 10:03:27 p.m.,ACTIVO,,72086341.3,,1052532.31,,942203.93,431205,6450732.27,1454520.52,,749516.6,11080710.63
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 5-ANAHUAC,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JESUS GONZALEZ LOPEZ,05/03/2021,02/06/2021,04/03/2021 10:12:15 p.m.,ACTIVO,,443236.06,127.6,7975.34,,24960,,4400,,,,37462.94
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 3-MONTERREY,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARIANA VILLASUSO TELLEZ GIRON,05/03/2021,02/06/2021,04/03/2021 10:20:27 p.m.,ACTIVO,,1392010.54,945.4,38540,,22900,,,9280,,,71665.4
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,MORENA,MORENA,EVELYN CECIA SALGADO PINEDA,05/03/2021,02/06/2021,03/05/2021 04:33:35 p.m.,ACTIVO,,35325422.16,,588655.5,,740,,318000,120000,,10400,1037795.5
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 2-AGUALEGUAS,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,IGNACIO CASTELLANOS AMAYA,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,127544.23,,1350,11.06,478.5,,,2.85,,12727.48,14569.89
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 4-ALLENDE,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,SILVERIO MANUEL FLORES LEAL,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,409919.98,,4211.54,35.57,13489.55,,,9.19,,85649.49,103395.34
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 7-ARAMBERRI,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,PATRICIA ESTELA CERDA FLORES,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,313140.01,,3240,27.17,26587.2,,,7.01,,53032.49,82893.87
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 19-SAN PEDRO GARZA GARCIA,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,MAURICIO FERNANDEZ GARZA,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,1555013.85,,20393.85,134.98,77365.04,42305.2,38280,34.88,,605370.68,783884.63
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 45-SABINAS HIDALGO,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,HECTOR CESARIO GARZA SOLIS,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,472274.25,,5481,40.98,18762.24,,,10.59,,34715.81,59010.62
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 3-LOS ALDAMAS,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA DOLORES ZAMORA LOPEZ,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,77037.72,,2000,6.67,700,,,1.72,,1427.22,4135.61
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 16-DR. GONZALEZ,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,MARIA ANTONIA GUERRA MENDOZA,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,79755.59,,1050,6.9,1044,,,1.78,,8873.73,10976.41
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 33-LAMPAZOS DE NARANJO,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,JOSE LUIS SANTOS MARTINEZ,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,246275.39,,6300,21.35,3971.72,,,5.51,,41430.76,51729.34
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 34-LINARES,PRESIDENTE MUNICIPAL,C,PARTIDO ACCIÓN NACIONAL,PAN,SERGIO EDUARDO ELIZONDO GUZMAN,05/03/2021,02/06/2021,06/03/2021 06:40:53 p.m.,ACTIVO,,1017494.97,,10284,88.3,9123.65,,,22.82,,176674.17,196192.94
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,CC,PARTIDO ACCIÓN NACIONAL,PAN,ERNESTO GANDARA CAMOU,05/03/2021,02/06/2021,04/03/2021 08:35:05 p.m.,ACTIVO,,85311342.5,,1502532.05,166480.34,64656.2,65192.01,486322.5,1800918.4,,445181.09,4531282.59
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,CARLOS ERNESTO ZATARAIN GONZALEZ,05/03/2021,02/06/2021,04/03/2021 08:49:12 p.m.,ACTIVO,,85311342.5,,167500.01,23048.73,,,,3400,,9976,203924.74
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 18-GARCIA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CARLOS ALBERTO GUEVARA GARZA,05/03/2021,02/06/2021,04/03/2021 09:57:46 p.m.,ACTIVO,,2636062.21,290,161780.4,,367964.68,,,46597.5,,117445.49,694078.07
PRELO-CAM-20/21,LOCAL,SONORA,,GOBERNADOR ESTATAL,C,REDES SOCIALES PROGRESISTAS,RSPPPN,DAVID CUAUHTEMOC GALINDO DELGADO,05/03/2021,02/06/2021,04/03/2021 10:13:01 p.m.,ACTIVO,,85311342.5,,67471.5,32392.5,9320,,,60844.48,,58334,228362.48
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 47-SAN NICOLAS DE LOS GARZA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ALFA LERY DOMINGUEZ CORTES,05/03/2021,02/06/2021,04/03/2021 10:14:23 p.m.,ACTIVO,,5765899.42,1136.8,52678.31,,31151.9,,,18581.13,,36776.44,140324.58
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 12-GUADALUPE,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DANIEL DARIO PEREZ CAVAZOS,05/03/2021,02/06/2021,04/03/2021 10:18:29 p.m.,ACTIVO,,1382205.31,,24075.11,,20936,,,111.4,,,45122.51
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,C,PARTIDO ACCIÓN NACIONAL,PAN,FERNANDO ALEJANDRO LARRAZABAL BRETON,05/03/2021,02/06/2021,04/03/2021 10:24:31 p.m.,ACTIVO,,72086341.3,,3270413.76,6257.83,844841.2,,10070636.69,1617.25,,15384276.32,29578043.05
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 18-GARCIA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CESAR ADRIAN VALDES MARTINEZ,05/03/2021,02/06/2021,04/03/2021 10:28:26 p.m.,ACTIVO,,2636062.21,974.4,91075.61,,151566.95,,7458.67,45340,,29170.07,325585.7
PRELO-CAM-20/21,LOCAL,NUEVO LEON,,GOBERNADOR ESTATAL,COA,JUNTOS HAREMOS  HISTORIA EN NUEVO LEON,MORENA-PT-PVEM-NUEVA ALIANZA NUEVO LEÓN,CLARA LUZ FLORES CARRALES,05/03/2021,02/06/2021,04/03/2021 10:45:44 p.m.,ACTIVO,,72086341.3,,611813.84,567838,3021312.32,10294.11,10163871.29,6570512.69,,1483944.8,22429587.05
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 39-MONTEMORELOS,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ADRIANA VERONICA SAENZ GARZA,05/03/2021,02/06/2021,04/03/2021 11:10:00 p.m.,ACTIVO,,830007.13,945.4,16526.96,,18540.13,,,2991,,12540,51543.49
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 13-CHINA,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JORGE GARZA SALINAS,05/03/2021,02/06/2021,04/03/2021 11:16:04 p.m.,ACTIVO,,358507.86,,18027.74,,34970,,,,,29677.22,82674.96
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 18-SAN PEDRO GARZA GARCIA,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,AMYLETH PALACIOS MEDINA,05/03/2021,02/06/2021,04/03/2021 11:20:35 p.m.,ACTIVO,,1440581.71,74.24,55284.82,,14416.47,,,,,6345,76120.53
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 2-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,NICOLE MARIE SAVIÑON LUTTRELL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1334215.37,,29250,115.81,34630.48,5032.29,,29.92,,312840.64,381899.14
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 8-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ADRIANA PAOLA CORONADO RAMIREZ,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1371438.86,,1400,119.03,69207.32,18489.49,157349.18,30.76,,144653.59,391249.37
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 13-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,OSCAR ALEJANDRO FLORES ESCOBAR,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1309918.23,,14410,113.69,63532.47,,,29.37,,226063.46,304148.99
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 5-APODACA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,RENE ALBERTO VILLARREAL RAMOS,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1656527.75,,17254.91,143.77,35638.39,,,37.16,,161894.83,214969.06
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 10-SAN NICOLAS DE LOS GARZA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MAURO GUERRA VILLARREAL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1491335.53,,9882.88,129.45,43248.33,,216.55,33.45,,172005.39,225516.05
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 12-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,GILBERTO DE JESUS GOMEZ REYES,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1382205.31,,1051.54,119.97,43081.85,,79970.11,31,,170637.73,294892.2
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 14-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,FELIX ROCHA ESQUIVEL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1253103.76,,12559.98,108.76,39140.07,,,28.1,,123460.6,175297.51
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 25-GRAL. ESCOBEDO,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,IMELDA DE LOS ANGELES GONZALEZ EGUIA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1474173.28,,4863.97,127.96,55161.64,,,33.06,,161046.78,221233.41
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Municipio 49-SANTIAGO,PRESIDENTE MUNICIPAL,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JOSE ALEJANDRO REYNA AGUILAR,05/03/2021,02/06/2021,04/03/2021 11:18:48 p.m.,ACTIVO,,566668.32,92.8,119416.34,,37491.2,,,41201.4,,72059.2,270260.94
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,COA,JUNTOS HAREMOS HISTORIA EN GUERRERO,PVEM-PT,PEDRO SEGURA BALLADARES,05/03/2021,02/06/2021,06/03/2021 02:53:04 p.m.,ACTIVO,,35325422.16,,178551.57,10000,119335.69,,399536.42,,,,707423.68
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RUTH ZAVALETA SALGADO,05/03/2021,02/06/2021,06/03/2021 03:00:18 p.m.,ACTIVO,,35325422.16,,1261659.2,41371.11,681980.59,53200,787672.74,309185.73,,254967.18,3390036.55
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,PARTIDO ENCUENTRO SOLIDARIO,PES,DOLORES HUERTA BALDOVINOS,05/03/2021,02/06/2021,06/03/2021 03:16:51 p.m.,ACTIVO,,35325422.16,,42555.02,37307.94,119618.6,,,,,235725.12,435206.68
PRELO-CAM-20/21,LOCAL,GUERRERO,,GOBERNADOR ESTATAL,C,REDES SOCIALES PROGRESISTAS,RSPPPN,AMBROCIO GUZMAN JUAREZ,05/03/2021,02/06/2021,06/03/2021 03:21:53 p.m.,ACTIVO,,35325422.16,,61587.47,21871.45,351947.97,,,37194.31,,208051.19,680652.39
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 26-SANTIAGO,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,EDUARDO LEAL BUENFIL,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,2133322.75,,2544.75,185.18,134000.76,,34480.29,47.85,,329958.99,501217.82
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 15-GUADALUPE,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ITZEL SOLEDAD CASTILLO ALMANZA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1427640.91,,21094.57,123.93,57652.97,,,32.02,,265694,344597.49
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 22-BENITO JUAREZ,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,LUIS ALFREDO GARCIA GARZA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1431479.59,,9000,124.25,172874.15,,49276.8,32.11,,109514.1,340821.41
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 23-BENITO JUAREZ,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,CECILIA MARICELA DE LA PAZ IBARRA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,2149179.08,,4698,186.55,77055.65,,22968,48.21,,156322.27,261278.68
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 18-SAN PEDRO GARZA GARCIA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,LUIS ALBERTO SUSARREY FLORES,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1440581.71,,26994.31,125.05,47806.93,,38280,32.31,,214151.64,327390.24
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 19-SANTA CATARINA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,ROBERTO CARLOS FARIAS GARCIA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1413753.14,,7500,122.71,76946.75,,236671.22,31.71,,95780.27,417052.66
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 24-LINARES,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,FERNANDO ADAME DORIA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,2237992.52,,10284,194.26,69717.73,,,50.2,,437694.28,517940.47
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 1-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,GEMA VILLALOBOS ANTE,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1118360.99,,3000,97.06,50836.58,4218.15,,25.08,,76611.21,134788.08
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 3-MONTERREY,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,MYRNA ISELA GRIMALDO IRACHETA,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1392010.54,,10966.66,120.83,68306.73,5250.28,,31.22,,249207.4,333883.12
PRELO-CAM-20/21,LOCAL,NUEVO LEON,Distrito 7-APODACA,DIPUTADO LOCAL MR,C,PARTIDO ACCIÓN NACIONAL,PAN,EDUARDO FLORES MARTINEZ,05/03/2021,02/06/2021,04/03/2021 11:37:26 p.m.,ACTIVO,,1285739.54,,10477.5,111.6,54377.66,,,28.83,,150032.36,215027.95
